Goal, Target, Indicator, SeriesCode, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Value, Time_Detail,  UpperBound, LowerBound, BasePeriod, Source, FootNote, Nature, Units,[Reporting Type]
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),776,Tonga,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),776,Tonga,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),776,Tonga,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),780,Trinidad and Tobago,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),780,Trinidad and Tobago,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),780,Trinidad and Tobago,2010,20.3,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),780,Trinidad and Tobago,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),784,United Arab Emirates,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),784,United Arab Emirates,2005,1866.7,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),784,United Arab Emirates,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),784,United Arab Emirates,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),788,Tunisia,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),788,Tunisia,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),788,Tunisia,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),788,Tunisia,2015,121.1,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),792,Turkey,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),792,Turkey,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),792,Turkey,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),792,Turkey,2015,42.9,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),795,Turkmenistan,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),795,Turkmenistan,2005,143.6,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),795,Turkmenistan,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),795,Turkmenistan,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),796,Turks and Caicos Islands,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),796,Turks and Caicos Islands,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),796,Turks and Caicos Islands,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),796,Turks and Caicos Islands,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),798,Tuvalu,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),798,Tuvalu,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),798,Tuvalu,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),798,Tuvalu,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),800,Uganda,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),800,Uganda,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),800,Uganda,2010,5.8,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),800,Uganda,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),804,Ukraine,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),804,Ukraine,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),804,Ukraine,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),804,Ukraine,2015,12.8,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),807,North Macedonia,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),807,North Macedonia,2005,13.3,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),807,North Macedonia,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),807,North Macedonia,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),818,Egypt,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),818,Egypt,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),818,Egypt,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),818,Egypt,2015,118.9,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),826,United Kingdom of Great Britain and Northern Ireland,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),826,United Kingdom of Great Britain and Northern Ireland,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),826,United Kingdom of Great Britain and Northern Ireland,2010,13.7,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),826,United Kingdom of Great Britain and Northern Ireland,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),831,Guernsey,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),831,Guernsey,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),831,Guernsey,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),831,Guernsey,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),832,Jersey,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),832,Jersey,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),832,Jersey,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),832,Jersey,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),833,Isle of Man,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),833,Isle of Man,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),833,Isle of Man,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),833,Isle of Man,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),834,United Republic of Tanzania,2000,13,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),834,United Republic of Tanzania,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),834,United Republic of Tanzania,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),834,United Republic of Tanzania,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),840,United States of America,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),840,United States of America,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),840,United States of America,2010,30.6,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),840,United States of America,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),850,United States Virgin Islands,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),850,United States Virgin Islands,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),850,United States Virgin Islands,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),850,United States Virgin Islands,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),854,Burkina Faso,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),854,Burkina Faso,2005,7.8,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),854,Burkina Faso,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),854,Burkina Faso,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),858,Uruguay,2000,9.8,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),858,Uruguay,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),858,Uruguay,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),858,Uruguay,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),860,Uzbekistan,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),860,Uzbekistan,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),860,Uzbekistan,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),860,Uzbekistan,2015,136.9,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),862,Venezuela (Bolivarian Republic of),2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),862,Venezuela (Bolivarian Republic of),2005,7.5,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),862,Venezuela (Bolivarian Republic of),2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),862,Venezuela (Bolivarian Republic of),2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),876,Wallis and Futuna Islands,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),876,Wallis and Futuna Islands,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),876,Wallis and Futuna Islands,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),876,Wallis and Futuna Islands,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),882,Samoa,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),882,Samoa,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),882,Samoa,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),882,Samoa,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),887,Yemen,2000,NA,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),887,Yemen,2005,168.3,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),887,Yemen,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),887,Yemen,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),894,Zambia,2000,2.8,1998-2002,,,,Food and Agriculture Organisation of United Nations (FAO),,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),894,Zambia,2005,NA,2003-2007,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),894,Zambia,2010,NA,2008-2012,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),894,Zambia,2015,NA,2013-2017,,,,Food and Agriculture Organisation of United Nations (FAO),NA = A figure was not provided.,NA,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2000,13.59,2000,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2001,13.59,2001,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2002,13.59,2002,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2003,13.59,2003,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2004,14.28,2004,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
